param	value	sigma_m	sigma_p
planet_radius	1.1901116911834582	0.0073300214244895745	0.005574358365744381
T_irr	1216.6978610283893	146.94688690946737	225.63430944942365
log_H2O	-3.431827661385452	0.5125035141526926	0.5005446067552017
log_CO2	-6.348883234979763	2.421612612565184	1.7891064250896802
log_CO	-6.068942950784673	2.4531345573753827	2.3614396620573004
log_Na	-3.0412516526779663	0.9935479891579058	0.6855620684128034
log_K	-5.649960338876618	2.4375763545564206	1.5693511226340577
