,wavelength,TranDep,sigma_p,sigma_m
955,1.20937,0.0144516,0.0002332,-0.0002332
956,1.21032,0.0139878,0.000235,-0.000235
957,1.21127,0.0139987,0.0002326,-0.0002326
958,1.21222,0.0141609,0.0002461,-0.0002461
959,1.21317,0.0142766,0.0002365,-0.0002365
960,1.21412,0.0140202,0.0002101,-0.0002101
961,1.21507,0.0136687,0.0002087,-0.0002087
962,1.21603,0.0141002,0.00022030000000000002,-0.00022030000000000002
963,1.21698,0.014624600000000001,0.00023689999999999998,-0.00023689999999999998
964,1.21793,0.013849100000000001,0.0002256,-0.0002256
965,1.21888,0.014119699999999999,0.00022349999999999998,-0.00022349999999999998
966,1.21983,0.014761999999999999,0.00022239999999999998,-0.00022239999999999998
967,1.22079,0.0144016,0.00024670000000000003,-0.00024670000000000003
968,1.22174,0.0145078,0.00024160000000000002,-0.00024160000000000002
969,1.22269,0.0137459,0.00022380000000000002,-0.00022380000000000002
970,1.22364,0.014299500000000001,0.0002356,-0.0002356
971,1.2246,0.014303,0.000238,-0.000238
972,1.22555,0.014114100000000001,0.000228,-0.000228
973,1.2265,0.0147483,0.00024170000000000002,-0.00024170000000000002
974,1.22745,0.014821800000000001,0.00023300000000000003,-0.00023300000000000003
975,1.22841,0.0138949,0.00024819999999999996,-0.00024819999999999996
976,1.22936,0.013998,0.0002211,-0.0002211
977,1.23031,0.0143157,0.00024410000000000002,-0.00024410000000000002
978,1.23127,0.0143462,0.00020840000000000002,-0.00020840000000000002
979,1.23222,0.0136193,0.00023640000000000003,-0.00023640000000000003
980,1.23318,0.0138503,0.00021909999999999999,-0.00021909999999999999
981,1.23413,0.0144435,0.0002556,-0.0002556
982,1.23508,0.0147301,0.0002326,-0.0002326
983,1.23604,0.014104000000000002,0.0002283,-0.0002283
984,1.23699,0.0145997,0.0002192,-0.0002192
985,1.23795,0.013980300000000001,0.0002079,-0.0002079
986,1.2389,0.0147928,0.0002526,-0.0002526
987,1.23985,0.0143509,0.0002293,-0.0002293
988,1.24081,0.014468700000000001,0.0002307,-0.0002307
989,1.24176,0.0143476,0.0002298,-0.0002298
990,1.24272,0.0142424,0.0002299,-0.0002299
991,1.24367,0.0146699,0.00023,-0.00023
992,1.24463,0.014189499999999999,0.0002196,-0.0002196
993,1.24558,0.014979000000000001,0.0002523,-0.0002523
994,1.24654,0.0143642,0.0002402,-0.0002402
995,1.24749,0.014502200000000002,0.0002419,-0.0002419
996,1.24845,0.0145716,0.0002377,-0.0002377
997,1.2494,0.0143934,0.0002357,-0.0002357
998,1.25036,0.0138263,0.000238,-0.000238
999,1.25132,0.0141576,0.00024,-0.00024
1000,1.25227,0.0142241,0.0002549,-0.0002549
1001,1.25323,0.0142889,0.0002284,-0.0002284
1002,1.25418,0.0138907,0.00023140000000000001,-0.00023140000000000001
1003,1.25514,0.0139965,0.0002156,-0.0002156
1004,1.2561,0.0142011,0.0002378,-0.0002378
1005,1.25705,0.014405300000000001,0.00023300000000000003,-0.00023300000000000003
1006,1.25801,0.0139136,0.0002265,-0.0002265
1007,1.25896,0.0140011,0.00023380000000000002,-0.00023380000000000002
1008,1.25992,0.014276500000000001,0.0002391,-0.0002391
1009,1.26088,0.0140161,0.0002436,-0.0002436
1010,1.26183,0.014221999999999999,0.0002481,-0.0002481
1011,1.26279,0.0138422,0.0002254,-0.0002254
1012,1.26375,0.0144696,0.0002344,-0.0002344
1013,1.26471,0.0142691,0.0002299,-0.0002299
1014,1.26566,0.013917299999999999,0.00023060000000000002,-0.00023060000000000002
1015,1.26662,0.014054,0.0002222,-0.0002222
1016,1.26758,0.014100600000000001,0.0002255,-0.0002255
1017,1.26854,0.0141756,0.0002484,-0.0002484
1018,1.26949,0.0141562,0.0002278,-0.0002278
1019,1.27045,0.0141096,0.00022720000000000002,-0.00022720000000000002
1020,1.27141,0.014071700000000001,0.0002218,-0.0002218
1021,1.27237,0.0142615,0.0002004,-0.0002004
1022,1.27332,0.014028400000000002,0.000229,-0.000229
1023,1.27428,0.013995800000000001,0.0002444,-0.0002444
1024,1.27524,0.013932,0.00020820000000000002,-0.00020820000000000002
1025,1.2762,0.014617100000000001,0.00024080000000000003,-0.00024080000000000003
1026,1.27716,0.014393800000000002,0.00023550000000000003,-0.00023550000000000003
1027,1.27812,0.0138848,0.0002419,-0.0002419
1028,1.27907,0.0142691,0.0002527,-0.0002527
1029,1.28003,0.0146079,0.0002343,-0.0002343
1030,1.28099,0.0141661,0.0002376,-0.0002376
1031,1.28195,0.0141366,0.00021600000000000002,-0.00021600000000000002
1032,1.28291,0.014058200000000002,0.00023480000000000002,-0.00023480000000000002
1033,1.28387,0.0142872,0.0002343,-0.0002343
1034,1.28483,0.014050100000000001,0.00024029999999999999,-0.00024029999999999999
1035,1.28579,0.0146005,0.0002424,-0.0002424
1036,1.28675,0.014242300000000001,0.0002354,-0.0002354
1037,1.2877,0.0138429,0.0002275,-0.0002275
1038,1.28866,0.0146709,0.00023060000000000002,-0.00023060000000000002
1039,1.28962,0.0139123,0.00022470000000000001,-0.00022470000000000001
1040,1.29058,0.0141462,0.0002538,-0.0002538
1041,1.29154,0.0142273,0.00023930000000000002,-0.00023930000000000002
1042,1.2925,0.0141571,0.00022440000000000003,-0.00022440000000000003
1043,1.29346,0.0142451,0.0002328,-0.0002328
1044,1.29442,0.0143591,0.0002175,-0.0002175
1045,1.29538,0.0143606,0.00022290000000000002,-0.00022290000000000002
1046,1.29634,0.0139886,0.0002323,-0.0002323
1047,1.2973,0.014306399999999999,0.00021360000000000001,-0.00021360000000000001
1048,1.29826,0.0140183,0.0002597,-0.0002597
1049,1.29922,0.0139499,0.0002465,-0.0002465
1050,1.30019,0.014059299999999999,0.0002309,-0.0002309
1051,1.30115,0.013704400000000002,0.0002399,-0.0002399
1052,1.30211,0.014111499999999999,0.00022480000000000002,-0.00022480000000000002
1053,1.30307,0.0140976,0.0002436,-0.0002436
1054,1.30403,0.0138904,0.0002278,-0.0002278
1055,1.30499,0.0142927,0.0002226,-0.0002226
1056,1.30595,0.0141425,0.00022810000000000001,-0.00022810000000000001
1057,1.30691,0.014673799999999999,0.0002548,-0.0002548
1058,1.30787,0.014563699999999999,0.00023920000000000001,-0.00023920000000000001
1059,1.30883,0.0145327,0.000252,-0.000252
1060,1.3098,0.014491700000000001,0.0002361,-0.0002361
1061,1.31076,0.0139795,0.0002496,-0.0002496
1062,1.31172,0.014757300000000001,0.00023300000000000003,-0.00023300000000000003
1063,1.31268,0.0142502,0.0002581,-0.0002581
1064,1.31364,0.0141025,0.00022610000000000002,-0.00022610000000000002
1065,1.3146,0.014155599999999999,0.0002433,-0.0002433
1066,1.31557,0.014373700000000001,0.0002506,-0.0002506
1067,1.31653,0.013885000000000002,0.0002205,-0.0002205
1068,1.31749,0.0136748,0.0002303,-0.0002303
1069,1.31845,0.0139816,0.0001995,-0.0001995
1070,1.31942,0.0138247,0.0002424,-0.0002424
1071,1.32038,0.0142086,0.0002542,-0.0002542
1072,1.32134,0.0138079,0.0002246,-0.0002246
1073,1.3223,0.0142125,0.00023050000000000002,-0.00023050000000000002
1074,1.32327,0.014323500000000001,0.0002401,-0.0002401
1075,1.32423,0.0138507,0.0002391,-0.0002391
1076,1.32519,0.014234100000000001,0.00022950000000000002,-0.00022950000000000002
1077,1.32615,0.0142155,0.0002435,-0.0002435
1078,1.32712,0.0139455,0.0002334,-0.0002334
1079,1.32808,0.014199999999999999,0.000259,-0.000259
1080,1.32904,0.0146557,0.00026440000000000003,-0.00026440000000000003
1081,1.33001,0.014186,0.00022349999999999998,-0.00022349999999999998
1082,1.33097,0.014678100000000001,0.0002437,-0.0002437
1083,1.33193,0.0140455,0.00023380000000000002,-0.00023380000000000002
1084,1.3329,0.014406799999999999,0.0002241,-0.0002241
1085,1.33386,0.0147976,0.00023449999999999998,-0.00023449999999999998
1086,1.33482,0.0143205,0.0002497,-0.0002497
1087,1.33579,0.0144318,0.0002499,-0.0002499
1088,1.33675,0.014858800000000002,0.0002353,-0.0002353
1089,1.33772,0.0142814,0.0002557,-0.0002557
1090,1.33868,0.014128799999999999,0.00023050000000000002,-0.00023050000000000002
1091,1.33964,0.0142384,0.0002543,-0.0002543
1092,1.34061,0.0143266,0.00023300000000000003,-0.00023300000000000003
1093,1.34157,0.014716499999999999,0.0002299,-0.0002299
1094,1.34254,0.0151924,0.00024270000000000002,-0.00024270000000000002
1095,1.3435,0.0142542,0.0002454,-0.0002454
1096,1.34446,0.014395400000000001,0.00025069999999999997,-0.00025069999999999997
1097,1.34543,0.013914500000000002,0.000241,-0.000241
1098,1.34639,0.014481200000000001,0.0002614,-0.0002614
1099,1.34736,0.014979800000000001,0.00025309999999999997,-0.00025309999999999997
1100,1.34832,0.014951,0.0002539,-0.0002539
1101,1.34929,0.014782900000000002,0.00023830000000000002,-0.00023830000000000002
1102,1.35025,0.0145338,0.0002592,-0.0002592
1103,1.35122,0.0149833,0.00024670000000000003,-0.00024670000000000003
1104,1.35218,0.0146094,0.0002556,-0.0002556
1105,1.35315,0.015034400000000002,0.0002457,-0.0002457
1106,1.35411,0.014705600000000001,0.00024660000000000003,-0.00024660000000000003
1107,1.35508,0.0149288,0.00023930000000000002,-0.00023930000000000002
1108,1.35604,0.0150671,0.0002591,-0.0002591
1109,1.35701,0.014494100000000001,0.000239,-0.000239
1110,1.35798,0.014653000000000001,0.0002458,-0.0002458
1111,1.35894,0.0143268,0.00023879999999999998,-0.00023879999999999998
1112,1.35991,0.0150565,0.0002583,-0.0002583
1113,1.36087,0.0145874,0.0002521,-0.0002521
1114,1.36184,0.0141945,0.0002512,-0.0002512
1115,1.3628,0.0146747,0.0002298,-0.0002298
1116,1.36377,0.01529,0.0002562,-0.0002562
1117,1.36474,0.014750300000000001,0.00025100000000000003,-0.00025100000000000003
1118,1.3657,0.0149275,0.0002352,-0.0002352
1119,1.36667,0.0145736,0.00025309999999999997,-0.00025309999999999997
1120,1.36764,0.0147654,0.0002536,-0.0002536
1121,1.3686,0.014497800000000002,0.0002546,-0.0002546
1122,1.36957,0.0149251,0.0002485,-0.0002485
1123,1.37053,0.014171800000000002,0.0002469,-0.0002469
1124,1.3715,0.014439500000000001,0.00024910000000000004,-0.00024910000000000004
1125,1.37247,0.014678400000000001,0.00023820000000000002,-0.00023820000000000002
1126,1.37343,0.0143087,0.00026030000000000004,-0.00026030000000000004
1127,1.3744,0.0144529,0.00022769999999999998,-0.00022769999999999998
1128,1.37537,0.0150196,0.0002552,-0.0002552
1129,1.37634,0.015052300000000001,0.0002582,-0.0002582
1130,1.3773,0.0147131,0.00023980000000000003,-0.00023980000000000003
1131,1.37827,0.014475,0.00024639999999999997,-0.00024639999999999997
1132,1.37924,0.014923500000000001,0.00025790000000000003,-0.00025790000000000003
1133,1.3802,0.014393000000000001,0.0002425,-0.0002425
1134,1.38117,0.0141888,0.0002551,-0.0002551
1135,1.38214,0.015172699999999999,0.0002548,-0.0002548
1136,1.38311,0.0142817,0.0002504,-0.0002504
1137,1.38407,0.0146248,0.0002405,-0.0002405
1138,1.38504,0.014848,0.0002552,-0.0002552
1139,1.38601,0.0150051,0.00023019999999999998,-0.00023019999999999998
1140,1.38698,0.014967900000000001,0.0002331,-0.0002331
1141,1.38794,0.0149926,0.0002567,-0.0002567
1142,1.38891,0.0143443,0.0002562,-0.0002562
1143,1.38988,0.0143994,0.0002553,-0.0002553
1144,1.39085,0.0151405,0.0002439,-0.0002439
1145,1.39182,0.014048000000000001,0.0002616,-0.0002616
1146,1.39278,0.0145723,0.000248,-0.000248
1147,1.39375,0.0144572,0.00023810000000000001,-0.00023810000000000001
1148,1.39472,0.0139478,0.0002504,-0.0002504
1149,1.39569,0.0150562,0.0002703,-0.0002703
1150,1.39666,0.0143857,0.00025069999999999997,-0.00025069999999999997
1151,1.39763,0.014818,0.0002594,-0.0002594
1152,1.39859,0.0147335,0.00025340000000000003,-0.00025340000000000003
1153,1.39956,0.014232499999999999,0.0002453,-0.0002453
1154,1.40053,0.0143712,0.0002544,-0.0002544
1155,1.4015,0.0147596,0.0002657,-0.0002657
1156,1.40247,0.014641500000000002,0.00023490000000000002,-0.00023490000000000002
1157,1.40344,0.0151653,0.00026030000000000004,-0.00026030000000000004
1158,1.40441,0.0144886,0.0002793,-0.0002793
1159,1.40538,0.0140875,0.0002596,-0.0002596
1160,1.40635,0.0151386,0.00025749999999999997,-0.00025749999999999997
1161,1.40731,0.0145765,0.00026660000000000003,-0.00026660000000000003
1162,1.40828,0.0140035,0.00025540000000000003,-0.00025540000000000003
1163,1.40925,0.0149891,0.000266,-0.000266
1164,1.41022,0.0144025,0.0002727,-0.0002727
1165,1.41119,0.0148671,0.00026450000000000003,-0.00026450000000000003
1166,1.41216,0.0146203,0.0002544,-0.0002544
1167,1.41313,0.0148044,0.0002614,-0.0002614
1168,1.4141,0.0147793,0.0002509,-0.0002509
1169,1.41507,0.0143357,0.0002293,-0.0002293
1170,1.41604,0.014766699999999999,0.00025770000000000003,-0.00025770000000000003
1171,1.41701,0.0147782,0.0002425,-0.0002425
1172,1.41798,0.0147524,0.0002582,-0.0002582
1173,1.41895,0.0151762,0.0002396,-0.0002396
1174,1.41992,0.0139008,0.0002448,-0.0002448
1175,1.42089,0.014523900000000001,0.0002605,-0.0002605
1176,1.42186,0.0147398,0.0002515,-0.0002515
1177,1.42283,0.015244800000000001,0.0002617,-0.0002617
1178,1.4238,0.014682299999999999,0.00026660000000000003,-0.00026660000000000003
1179,1.42477,0.0149468,0.0002796,-0.0002796
1180,1.42574,0.0147113,0.000264,-0.000264
1181,1.42671,0.0146011,0.0002594,-0.0002594
1182,1.42768,0.0142684,0.0002669,-0.0002669
1183,1.42865,0.0144692,0.00025350000000000004,-0.00025350000000000004
1184,1.42962,0.0144417,0.0002901,-0.0002901
1185,1.43059,0.0145679,0.0002649,-0.0002649
1186,1.43156,0.0144576,0.0002682,-0.0002682
1187,1.43254,0.014804200000000002,0.00023400000000000002,-0.00023400000000000002
1188,1.43351,0.0150189,0.0002474,-0.0002474
1189,1.43448,0.014479599999999999,0.0002596,-0.0002596
1190,1.43545,0.014143300000000001,0.0002789,-0.0002789
1191,1.43642,0.014445300000000001,0.00028649999999999997,-0.00028649999999999997
1192,1.43739,0.0147729,0.0002558,-0.0002558
1193,1.43836,0.0144895,0.0002514,-0.0002514
1194,1.43933,0.014423900000000002,0.0002752,-0.0002752
1195,1.4403,0.0146711,0.00028000000000000003,-0.00028000000000000003
1196,1.44128,0.0141963,0.0002465,-0.0002465
1197,1.44225,0.014599200000000001,0.0002634,-0.0002634
1198,1.44322,0.014680899999999998,0.0002615,-0.0002615
1199,1.44419,0.015283199999999999,0.0002773,-0.0002773
1200,1.44516,0.014554800000000001,0.0002784,-0.0002784
1201,1.44613,0.014099,0.0002653,-0.0002653
1202,1.4471,0.0139693,0.0002637,-0.0002637
1203,1.44808,0.0146686,0.0002804,-0.0002804
1204,1.44905,0.013939,0.00026179999999999997,-0.00026179999999999997
1205,1.45002,0.0145889,0.0002957,-0.0002957
1206,1.45099,0.014174500000000001,0.0002586,-0.0002586
1207,1.45196,0.014444600000000002,0.000235,-0.000235
1208,1.45294,0.0142764,0.00026440000000000003,-0.00026440000000000003
1209,1.45391,0.014256200000000002,0.00028490000000000004,-0.00028490000000000004
1210,1.45488,0.014533,0.0002764,-0.0002764
1211,1.45585,0.0143505,0.0002583,-0.0002583
1212,1.45682,0.014133500000000002,0.00026020000000000004,-0.00026020000000000004
1213,1.4578,0.014779899999999999,0.0002331,-0.0002331
1214,1.45877,0.0138723,0.0002521,-0.0002521
1215,1.45974,0.0149692,0.0002564,-0.0002564
1216,1.46071,0.0144152,0.0002728,-0.0002728
1217,1.46169,0.0144312,0.00025540000000000003,-0.00025540000000000003
1218,1.46266,0.014034500000000002,0.0002898,-0.0002898
1219,1.46363,0.0142828,0.0002847,-0.0002847
1220,1.4646,0.0146077,0.0002751,-0.0002751
1221,1.46558,0.0140304,0.0002501,-0.0002501
1222,1.46655,0.014248499999999999,0.0002655,-0.0002655
1223,1.46752,0.0140729,0.00025100000000000003,-0.00025100000000000003
1224,1.4685,0.014846900000000001,0.0002454,-0.0002454
1225,1.46947,0.0143933,0.000259,-0.000259
1226,1.47044,0.0143882,0.00025309999999999997,-0.00025309999999999997
1227,1.47141,0.014894300000000001,0.0002817,-0.0002817
1228,1.47239,0.014574,0.0002654,-0.0002654
1229,1.47336,0.0139685,0.0002731,-0.0002731
1230,1.47433,0.0138595,0.000276,-0.000276
1231,1.47531,0.0149166,0.0002586,-0.0002586
1232,1.47628,0.0137961,0.0002516,-0.0002516
1233,1.47725,0.014646900000000001,0.0002945,-0.0002945
1234,1.47823,0.014672600000000001,0.0002649,-0.0002649
1235,1.4792,0.014740200000000002,0.0002591,-0.0002591
1236,1.48017,0.0142377,0.00024870000000000003,-0.00024870000000000003
1237,1.48115,0.0138297,0.0002888,-0.0002888
1238,1.48212,0.015073399999999999,0.000277,-0.000277
1239,1.4831,0.0139386,0.0002542,-0.0002542
1240,1.48407,0.0146298,0.0002976,-0.0002976
1241,1.48504,0.014253100000000001,0.0002789,-0.0002789
1242,1.48602,0.014013,0.00029319999999999997,-0.00029319999999999997
1243,1.48699,0.0149468,0.0002895,-0.0002895
1244,1.48796,0.0146362,0.0002894,-0.0002894
1245,1.48894,0.014729,0.0002749,-0.0002749
1246,1.48991,0.014572400000000001,0.0002906,-0.0002906
1247,1.49089,0.0150807,0.0002663,-0.0002663
1248,1.49186,0.0146363,0.0002594,-0.0002594
1249,1.49283,0.014309700000000002,0.00025600000000000004,-0.00025600000000000004
1250,1.49381,0.0150632,0.0003103,-0.0003103
1251,1.49478,0.0143239,0.0002568,-0.0002568
1252,1.49576,0.014636499999999998,0.0002546,-0.0002546
1253,1.49673,0.0146024,0.0002807,-0.0002807
1254,1.49771,0.0146312,0.0002734,-0.0002734
1255,1.49868,0.0140339,0.0002742,-0.0002742
1256,1.49966,0.014089,0.0002855,-0.0002855
1257,1.50063,0.0146712,0.0002734,-0.0002734
1258,1.5016,0.0142366,0.00027,-0.00027
1259,1.50258,0.0141024,0.0002908,-0.0002908
1260,1.50355,0.014746500000000001,0.00030450000000000003,-0.00030450000000000003
1261,1.50453,0.014283500000000001,0.000297,-0.000297
1262,1.5055,0.0147147,0.0002977,-0.0002977
1263,1.50648,0.0147636,0.0002933,-0.0002933
1264,1.50745,0.014303699999999999,0.0003001,-0.0003001
1265,1.50843,0.0145737,0.00030040000000000004,-0.00030040000000000004
1266,1.5094,0.014593100000000001,0.00026710000000000004,-0.00026710000000000004
1267,1.51038,0.014147000000000002,0.00026950000000000005,-0.00026950000000000005
1268,1.51135,0.0142269,0.0002709,-0.0002709
1269,1.51233,0.014153500000000001,0.0002737,-0.0002737
1270,1.5133,0.0148018,0.0002839,-0.0002839
1271,1.51428,0.014606300000000001,0.0002592,-0.0002592
1272,1.51525,0.0141681,0.0002908,-0.0002908
1273,1.51623,0.014589900000000001,0.00028060000000000004,-0.00028060000000000004
1274,1.5172,0.0136923,0.0002787,-0.0002787
1275,1.51818,0.0142969,0.000252,-0.000252
1276,1.51916,0.014502500000000002,0.00027,-0.00027
1277,1.52013,0.015129900000000002,0.0002903,-0.0002903
1278,1.52111,0.014577,0.0002856,-0.0002856
1279,1.52208,0.013865700000000002,0.00028010000000000003,-0.00028010000000000003
1280,1.52306,0.0140139,0.000279,-0.000279
1281,1.52403,0.014111,0.0002841,-0.0002841
1282,1.52501,0.0146959,0.00028490000000000004,-0.00028490000000000004
1283,1.52598,0.014006300000000001,0.000242,-0.000242
1284,1.52696,0.014705999999999999,0.0003017,-0.0003017
1285,1.52794,0.014561200000000002,0.0002976,-0.0002976
1286,1.52891,0.0148528,0.0003076,-0.0003076
1287,1.52989,0.0143934,0.0002631,-0.0002631
1288,1.53086,0.0143675,0.0002523,-0.0002523
1289,1.53184,0.014112800000000002,0.0002771,-0.0002771
1290,1.53282,0.0137968,0.00028740000000000005,-0.00028740000000000005
1291,1.53379,0.0154077,0.000308,-0.000308
1292,1.53477,0.0144342,0.0003058,-0.0003058
1293,1.53574,0.014422200000000001,0.0002943,-0.0002943
1294,1.53672,0.014174500000000001,0.0002763,-0.0002763
1295,1.5377,0.0142808,0.0002789,-0.0002789
1296,1.53867,0.0138797,0.0003035,-0.0003035
1297,1.53965,0.014022600000000001,0.0002718,-0.0002718
1298,1.54063,0.0137825,0.000278,-0.000278
1299,1.5416,0.0143479,0.0002629,-0.0002629
1300,1.54258,0.0140781,0.0002318,-0.0002318
1301,1.54355,0.0139375,0.00027529999999999997,-0.00027529999999999997
1302,1.54453,0.0142072,0.000292,-0.000292
1303,1.54551,0.0142436,0.0002826,-0.0002826
1304,1.54648,0.0138565,0.0002759,-0.0002759
1305,1.54746,0.014525099999999999,0.0002999,-0.0002999
1306,1.54844,0.014935400000000001,0.0002955,-0.0002955
1307,1.54941,0.0146763,0.00031620000000000004,-0.00031620000000000004
1308,1.55039,0.0143782,0.0002947,-0.0002947
1309,1.55137,0.0147425,0.00030910000000000003,-0.00030910000000000003
1310,1.55234,0.0137886,0.00028230000000000003,-0.00028230000000000003
1311,1.55332,0.013852,0.0002826,-0.0002826
1312,1.5543,0.0139716,0.00029790000000000003,-0.00029790000000000003
1313,1.55528,0.0137129,0.0003039,-0.0003039
1314,1.55625,0.0141862,0.0002859,-0.0002859
1315,1.55723,0.0151233,0.000288,-0.000288
1316,1.55821,0.0148526,0.0003036,-0.0003036
1317,1.55918,0.01436,0.0003018,-0.0003018
1318,1.56016,0.014624999999999999,0.000306,-0.000306
1319,1.56114,0.014081600000000001,0.0002722,-0.0002722
1320,1.56212,0.0137317,0.0003143,-0.0003143
1321,1.56309,0.0140929,0.0002925,-0.0002925
1322,1.56407,0.0139004,0.0002886,-0.0002886
1323,1.56505,0.014192100000000001,0.0002808,-0.0002808
1324,1.56602,0.0140222,0.0002743,-0.0002743
1325,1.567,0.0147037,0.0002778,-0.0002778
1326,1.56798,0.014193800000000001,0.00028740000000000005,-0.00028740000000000005
1327,1.56896,0.0139905,0.0002838,-0.0002838
1328,1.56993,0.0138608,0.0002921,-0.0002921
1329,1.57091,0.0142384,0.000292,-0.000292
1330,1.57189,0.0140059,0.0002907,-0.0002907
1331,1.57287,0.014408,0.0003079,-0.0003079
1332,1.57384,0.0140787,0.0002919,-0.0002919
1333,1.57482,0.014491400000000002,0.000292,-0.000292
1334,1.5758,0.0137242,0.0003167,-0.0003167
1335,1.57678,0.0136138,0.00030230000000000003,-0.00030230000000000003
1336,1.57776,0.0148863,0.00029,-0.00029
1337,1.57873,0.0140161,0.00028680000000000003,-0.00028680000000000003
1338,1.57971,0.014537,0.0003069,-0.0003069
1339,1.58069,0.0147641,0.0002984,-0.0002984
1340,1.58167,0.013866000000000002,0.0002925,-0.0002925
1341,1.58265,0.01421,0.0002855,-0.0002855
1342,1.58362,0.0144954,0.00032800000000000006,-0.00032800000000000006
1343,1.5846,0.014408,0.0002885,-0.0002885
1344,1.58558,0.0139519,0.0002841,-0.0002841
1345,1.58656,0.0142452,0.0002703,-0.0002703
1346,1.58754,0.013732500000000002,0.0002908,-0.0002908
1347,1.58851,0.0139859,0.0003206,-0.0003206
1348,1.58949,0.014079600000000001,0.00031390000000000004,-0.00031390000000000004
1349,1.59047,0.0140871,0.00030710000000000004,-0.00030710000000000004
1350,1.59145,0.0137144,0.0002771,-0.0002771
1351,1.59243,0.0144244,0.000295,-0.000295
1352,1.59341,0.0145958,0.00026460000000000003,-0.00026460000000000003
1353,1.59438,0.0143087,0.00030460000000000003,-0.00030460000000000003
1354,1.59536,0.014058600000000001,0.0003297,-0.0003297
1355,1.59634,0.014052100000000001,0.0003158,-0.0003158
1356,1.59732,0.013908799999999999,0.0003081,-0.0003081
1357,1.5983,0.013887700000000001,0.00030040000000000004,-0.00030040000000000004
1358,1.59928,0.014593,0.000265,-0.000265
1359,1.60025,0.014423900000000002,0.0003101,-0.0003101
1360,1.60123,0.013707800000000001,0.0003239,-0.0003239
1361,1.60221,0.014339900000000001,0.0002681,-0.0002681
1362,1.60319,0.0148065,0.0002664,-0.0002664
1363,1.60417,0.014873400000000002,0.0002838,-0.0002838
1364,1.60515,0.0146088,0.0002963,-0.0002963
1365,1.60613,0.0138822,0.00028660000000000003,-0.00028660000000000003
1366,1.60711,0.0138703,0.00031690000000000006,-0.00031690000000000006
1367,1.60808,0.014112800000000002,0.0002881,-0.0002881
1368,1.60906,0.014864500000000001,0.0002995,-0.0002995
1369,1.61004,0.0149513,0.0003031,-0.0003031
1370,1.61102,0.0137129,0.0003,-0.0003
1371,1.612,0.0142401,0.0003013,-0.0003013
1372,1.61298,0.0143777,0.00027969999999999997,-0.00027969999999999997
1373,1.61396,0.014642500000000001,0.0003008,-0.0003008
1374,1.61494,0.0146716,0.0003175,-0.0003175
1375,1.61592,0.013840600000000002,0.0003006,-0.0003006
1376,1.61689,0.0142143,0.0003204,-0.0003204
1377,1.61787,0.0141606,0.0003191,-0.0003191
1378,1.61885,0.014842800000000001,0.0003105,-0.0003105
1379,1.61983,0.0153182,0.0003098,-0.0003098
1380,1.62081,0.0142469,0.0003109,-0.0003109
1381,1.62179,0.0140046,0.00031350000000000003,-0.00031350000000000003
1382,1.62277,0.0139856,0.0002913,-0.0002913
1383,1.62375,0.0142519,0.0003145,-0.0003145
1384,1.62473,0.0146102,0.0003041,-0.0003041
1385,1.62571,0.013427,0.00033230000000000005,-0.00033230000000000005
1386,1.62669,0.0139844,0.0003229,-0.0003229
1387,1.62767,0.0146556,0.0003327,-0.0003327
1388,1.62865,0.013686700000000001,0.0003029,-0.0003029
1389,1.62963,0.0141446,0.00032460000000000003,-0.00032460000000000003
1390,1.63061,0.014343999999999999,0.0003027,-0.0003027
1391,1.63158,0.013995599999999999,0.000324,-0.000324
1392,1.63256,0.0141045,0.000308,-0.000308
1393,1.63354,0.0140088,0.00033130000000000003,-0.00033130000000000003
1394,1.63452,0.0138354,0.0002863,-0.0002863
1395,1.6355,0.0135612,0.0003075,-0.0003075
1396,1.63648,0.014080200000000001,0.0003148,-0.0003148
1397,1.63746,0.0137775,0.0003191,-0.0003191
1398,1.63844,0.014278500000000001,0.0003105,-0.0003105
1399,1.63942,0.014377599999999999,0.0003165,-0.0003165
1400,1.6404,0.0139883,0.0003264,-0.0003264
1401,1.64138,0.014509399999999999,0.00030710000000000004,-0.00030710000000000004
1402,1.64236,0.0142109,0.0003084,-0.0003084
1403,1.64334,0.0141358,0.0003201,-0.0003201
1404,1.64432,0.0148063,0.0003332,-0.0003332
1405,1.6453,0.014086000000000001,0.0003315,-0.0003315
1406,1.64628,0.0140815,0.000339,-0.000339
1407,1.64726,0.0139987,0.0003381,-0.0003381
1408,1.64824,0.0142767,0.00032980000000000005,-0.00032980000000000005
1409,1.64922,0.013394600000000001,0.000333,-0.000333
1410,1.6502,0.014280500000000002,0.0003152,-0.0003152
1411,1.65118,0.013952800000000001,0.0003085,-0.0003085
1412,1.65216,0.014893700000000001,0.0003494,-0.0003494
1413,1.65314,0.0138679,0.00033660000000000005,-0.00033660000000000005
1414,1.65412,0.0135015,0.00033230000000000005,-0.00033230000000000005
1415,1.6551,0.013902399999999999,0.00034090000000000005,-0.00034090000000000005
1416,1.65608,0.0143429,0.0003156,-0.0003156
1417,1.65706,0.014271400000000002,0.0003311,-0.0003311
1418,1.65804,0.0143426,0.000294,-0.000294
1419,1.65902,0.0132141,0.000321,-0.000321
1420,1.66,0.013910800000000001,0.00031440000000000005,-0.00031440000000000005
1421,1.66098,0.014064700000000001,0.0003177,-0.0003177
1422,1.66196,0.0142082,0.0003304,-0.0003304
1423,1.66294,0.0140597,0.0002857,-0.0002857
