,wavelength,TranDep,sigma_p,sigma_m
475,0.8081,0.0138162,0.00045260000000000005,-0.00045260000000000005
476,0.80856,0.0141204,0.0004944,-0.0004944
477,0.80902,0.014447000000000002,0.0005079,-0.0005079
478,0.80948,0.0136628,0.00047829999999999997,-0.00047829999999999997
479,0.80994,0.014416100000000001,0.0004694,-0.0004694
480,0.8104,0.015392699999999999,0.0005386,-0.0005386
481,0.81086,0.0149461,0.0004712,-0.0004712
482,0.81132,0.0146287,0.0005054,-0.0005054
483,0.81179,0.0153867,0.00047910000000000004,-0.00047910000000000004
484,0.81225,0.0139292,0.0004745,-0.0004745
485,0.81271,0.0142367,0.0005406,-0.0005406
486,0.81317,0.015009900000000001,0.000517,-0.000517
487,0.81363,0.0141665,0.0004921,-0.0004921
488,0.81409,0.0153303,0.0004727,-0.0004727
489,0.81455,0.0140865,0.0005117,-0.0005117
490,0.81501,0.014880800000000001,0.0004872,-0.0004872
491,0.81547,0.0147497,0.0005186,-0.0005186
492,0.81593,0.014278200000000001,0.0004603,-0.0004603
493,0.8164,0.0152872,0.0005290000000000001,-0.0005290000000000001
494,0.81686,0.0146349,0.00046489999999999997,-0.00046489999999999997
495,0.81732,0.0139482,0.0005020000000000001,-0.0005020000000000001
496,0.81778,0.014958100000000002,0.000541,-0.000541
497,0.81824,0.0140292,0.0005124,-0.0005124
498,0.8187,0.014071700000000001,0.0004515,-0.0004515
499,0.81917,0.014775700000000001,0.0005084,-0.0005084
500,0.81963,0.013326800000000001,0.0004667,-0.0004667
501,0.82009,0.014874700000000001,0.0005246,-0.0005246
502,0.82055,0.014628000000000002,0.0005159,-0.0005159
503,0.82101,0.0149124,0.000506,-0.000506
504,0.82148,0.0151385,0.00047149999999999997,-0.00047149999999999997
505,0.82194,0.014570099999999999,0.00046269999999999997,-0.00046269999999999997
506,0.8224,0.0137707,0.0004824,-0.0004824
507,0.82286,0.0133394,0.0004935,-0.0004935
508,0.82333,0.0129119,0.00048120000000000004,-0.00048120000000000004
509,0.82379,0.0142072,0.0004950999999999999,-0.0004950999999999999
510,0.82425,0.0144035,0.0005042,-0.0005042
511,0.82471,0.0142415,0.0005346,-0.0005346
512,0.82518,0.014830600000000001,0.0005059,-0.0005059
513,0.82564,0.014863200000000002,0.0005044,-0.0005044
514,0.8261,0.0140807,0.00045690000000000005,-0.00045690000000000005
515,0.82657,0.014197900000000001,0.0005132,-0.0005132
516,0.82703,0.0141259,0.0005167,-0.0005167
517,0.82749,0.0155917,0.0004974000000000001,-0.0004974000000000001
518,0.82796,0.015240700000000001,0.0005399000000000001,-0.0005399000000000001
519,0.82842,0.0139711,0.0005013999999999999,-0.0005013999999999999
520,0.82888,0.014735700000000001,0.0005229000000000001,-0.0005229000000000001
521,0.82935,0.0140192,0.0005166,-0.0005166
522,0.82981,0.0153399,0.0005146,-0.0005146
523,0.83027,0.0150023,0.0005126,-0.0005126
524,0.83074,0.0139646,0.0005045000000000001,-0.0005045000000000001
525,0.8312,0.0146551,0.0004712,-0.0004712
526,0.83166,0.0142824,0.0005321,-0.0005321
527,0.83213,0.0133476,0.0005589000000000001,-0.0005589000000000001
528,0.83259,0.0142754,0.0005119,-0.0005119
529,0.83305,0.013369500000000001,0.0005165,-0.0005165
530,0.83352,0.014242999999999999,0.0005989,-0.0005989
531,0.83398,0.014594300000000001,0.0005511,-0.0005511
532,0.83445,0.015465,0.0005005,-0.0005005
533,0.83491,0.015638000000000003,0.0005703,-0.0005703
534,0.83538,0.013102,0.0005253,-0.0005253
535,0.83584,0.0140967,0.000598,-0.000598
536,0.8363,0.013900200000000001,0.0005302,-0.0005302
537,0.83677,0.0145889,0.0005315000000000001,-0.0005315000000000001
538,0.83723,0.0136643,0.000527,-0.000527
539,0.8377,0.01391,0.000584,-0.000584
540,0.83816,0.014152,0.0005199,-0.0005199
541,0.83863,0.0149772,0.0005842,-0.0005842
542,0.83909,0.0162366,0.0005746,-0.0005746
543,0.83956,0.0132479,0.0005773,-0.0005773
544,0.84002,0.016073900000000002,0.0005331,-0.0005331
545,0.84049,0.0150682,0.0005611,-0.0005611
546,0.84095,0.0133495,0.0005743,-0.0005743
547,0.84142,0.0145825,0.0005368,-0.0005368
548,0.84188,0.0141672,0.0005055,-0.0005055
549,0.84235,0.0152389,0.0005683,-0.0005683
550,0.84281,0.0134544,0.0005859000000000001,-0.0005859000000000001
551,0.84328,0.0152579,0.0006230000000000001,-0.0006230000000000001
552,0.84374,0.0149908,0.0006096,-0.0006096
553,0.84421,0.015152500000000001,0.0006184,-0.0006184
554,0.84468,0.0146162,0.0005797,-0.0005797
555,0.84514,0.014207399999999999,0.0005464,-0.0005464
556,0.84561,0.0156175,0.0006231,-0.0006231
557,0.84607,0.0145751,0.0005920000000000001,-0.0005920000000000001
558,0.84654,0.0148143,0.0005871,-0.0005871
559,0.847,0.014479900000000002,0.0005311,-0.0005311
560,0.84747,0.014048099999999999,0.0005962,-0.0005962
561,0.84794,0.015569200000000002,0.0005543,-0.0005543
562,0.8484,0.0120095,0.000591,-0.000591
563,0.84887,0.0139566,0.0005906,-0.0005906
564,0.84934,0.014097,0.0005946,-0.0005946
565,0.8498,0.0135925,0.0006417,-0.0006417
566,0.85094,0.0141571,0.00031989999999999997,-0.00031989999999999997
567,0.85183,0.015759600000000002,0.0003342,-0.0003342
568,0.85271,0.014531700000000002,0.000336,-0.000336
569,0.85359,0.0149454,0.000361,-0.000361
570,0.85448,0.0140221,0.000338,-0.000338
571,0.85536,0.0138476,0.0003099,-0.0003099
572,0.85625,0.0146159,0.0003058,-0.0003058
573,0.85713,0.0140981,0.00031370000000000004,-0.00031370000000000004
574,0.85802,0.0140423,0.0002993,-0.0002993
575,0.8589,0.0142445,0.00032,-0.00032
576,0.85979,0.0140544,0.0003221,-0.0003221
577,0.86068,0.014113500000000001,0.0003188,-0.0003188
578,0.86156,0.014282300000000001,0.0003165,-0.0003165
579,0.86245,0.013792100000000002,0.0003247,-0.0003247
580,0.86334,0.013062,0.0002955,-0.0002955
581,0.86422,0.013853500000000001,0.0003108,-0.0003108
582,0.86511,0.0143366,0.00031309999999999997,-0.00031309999999999997
583,0.866,0.0140053,0.00034189999999999996,-0.00034189999999999996
584,0.86689,0.0141868,0.0003319,-0.0003319
585,0.86777,0.0138843,0.000306,-0.000306
586,0.86866,0.014722800000000001,0.000348,-0.000348
587,0.86955,0.0140702,0.0003159,-0.0003159
588,0.87044,0.013912800000000001,0.000303,-0.000303
589,0.87133,0.0144645,0.0002988,-0.0002988
590,0.87222,0.014246300000000002,0.0003233,-0.0003233
591,0.87311,0.0139267,0.00032480000000000003,-0.00032480000000000003
592,0.874,0.0142781,0.00031850000000000004,-0.00031850000000000004
593,0.87488,0.0139851,0.0002828,-0.0002828
594,0.87577,0.0144215,0.0003363,-0.0003363
595,0.87667,0.014053500000000002,0.0002987,-0.0002987
596,0.87756,0.0144367,0.0003165,-0.0003165
597,0.87845,0.0148752,0.0002909,-0.0002909
598,0.87934,0.014198,0.0003142,-0.0003142
599,0.88023,0.0143607,0.00028690000000000003,-0.00028690000000000003
600,0.88112,0.0139662,0.0003034,-0.0003034
601,0.88201,0.0146221,0.0002994,-0.0002994
602,0.8829,0.014324600000000002,0.00028440000000000003,-0.00028440000000000003
603,0.8838,0.014534400000000001,0.00032300000000000004,-0.00032300000000000004
604,0.88469,0.014199999999999999,0.0002843,-0.0002843
605,0.88558,0.0139757,0.0002896,-0.0002896
606,0.88647,0.0147852,0.0002914,-0.0002914
607,0.88737,0.0145417,0.0003148,-0.0003148
608,0.88826,0.0138986,0.0002742,-0.0002742
609,0.88915,0.014341699999999999,0.0002888,-0.0002888
610,0.89005,0.0143181,0.0002774,-0.0002774
611,0.89094,0.0146209,0.0003011,-0.0003011
612,0.89183,0.014407600000000001,0.0003017,-0.0003017
613,0.89273,0.014096599999999999,0.0002863,-0.0002863
614,0.89362,0.0141739,0.0002927,-0.0002927
615,0.89452,0.0141353,0.0002817,-0.0002817
616,0.89541,0.0144389,0.000295,-0.000295
617,0.89631,0.0143531,0.00030040000000000004,-0.00030040000000000004
618,0.8972,0.014690300000000002,0.0003083,-0.0003083
619,0.8981,0.014378100000000001,0.00030030000000000004,-0.00030030000000000004
620,0.899,0.014776000000000001,0.0002845,-0.0002845
621,0.89989,0.0147109,0.00030720000000000004,-0.00030720000000000004
622,0.90079,0.0144007,0.00028910000000000003,-0.00028910000000000003
623,0.90168,0.0144081,0.00033160000000000004,-0.00033160000000000004
624,0.90258,0.0152979,0.0003032,-0.0003032
625,0.90348,0.0147132,0.0002987,-0.0002987
626,0.90438,0.013926099999999999,0.0002945,-0.0002945
627,0.90527,0.014191100000000002,0.0003092,-0.0003092
628,0.90617,0.0145125,0.0002937,-0.0002937
629,0.90707,0.0147789,0.0003189,-0.0003189
630,0.90797,0.014695100000000001,0.0002587,-0.0002587
631,0.90886,0.014663500000000001,0.0002573,-0.0002573
632,0.90976,0.0144156,0.0002876,-0.0002876
633,0.91066,0.0136758,0.0003173,-0.0003173
634,0.91156,0.013932,0.0002982,-0.0002982
635,0.91246,0.014565300000000002,0.0002852,-0.0002852
636,0.91336,0.014521800000000001,0.0002882,-0.0002882
637,0.91426,0.0141414,0.000297,-0.000297
638,0.91516,0.014392799999999999,0.00028230000000000003,-0.00028230000000000003
639,0.91606,0.0144717,0.00029340000000000003,-0.00029340000000000003
640,0.91696,0.014004700000000002,0.00027140000000000004,-0.00027140000000000004
641,0.91786,0.0139789,0.000293,-0.000293
642,0.91876,0.0142875,0.00028230000000000003,-0.00028230000000000003
643,0.91966,0.014638,0.0003151,-0.0003151
644,0.92056,0.0144709,0.0002886,-0.0002886
645,0.92146,0.014142600000000002,0.0003005,-0.0003005
646,0.92236,0.0155216,0.0002833,-0.0002833
647,0.92327,0.013994800000000002,0.0002594,-0.0002594
648,0.92417,0.0135249,0.0002735,-0.0002735
649,0.92507,0.014846600000000001,0.00028920000000000004,-0.00028920000000000004
650,0.92597,0.0138459,0.0002673,-0.0002673
651,0.92688,0.0146643,0.0002815,-0.0002815
652,0.92778,0.0141804,0.00027289999999999997,-0.00027289999999999997
653,0.92868,0.0142117,0.0002815,-0.0002815
654,0.92958,0.0148091,0.0002991,-0.0002991
655,0.93049,0.014498,0.00028490000000000004,-0.00028490000000000004
656,0.93139,0.014049,0.0002811,-0.0002811
657,0.9323,0.014185900000000001,0.0002774,-0.0002774
658,0.9332,0.0139682,0.0002687,-0.0002687
659,0.9341,0.0146479,0.0002931,-0.0002931
660,0.93501,0.0145464,0.00026660000000000003,-0.00026660000000000003
661,0.93591,0.0147679,0.0003039,-0.0003039
662,0.93682,0.0145903,0.0002803,-0.0002803
663,0.93772,0.014342800000000001,0.0002963,-0.0002963
664,0.93863,0.0139267,0.0002779,-0.0002779
665,0.93953,0.0142824,0.0002908,-0.0002908
666,0.94044,0.0142434,0.00028639999999999997,-0.00028639999999999997
667,0.94134,0.014055999999999999,0.00029800000000000003,-0.00029800000000000003
668,0.94225,0.0144048,0.0002904,-0.0002904
669,0.94316,0.014657100000000001,0.0002931,-0.0002931
670,0.94406,0.014842500000000002,0.0002848,-0.0002848
671,0.94497,0.014308099999999999,0.0002767,-0.0002767
672,0.94588,0.014667,0.00029610000000000004,-0.00029610000000000004
673,0.94678,0.014594300000000001,0.00026470000000000004,-0.00026470000000000004
674,0.94769,0.014354800000000001,0.0002597,-0.0002597
675,0.9486,0.0141402,0.0002663,-0.0002663
676,0.94951,0.0143341,0.0002711,-0.0002711
677,0.95041,0.0143791,0.0002611,-0.0002611
678,0.95132,0.014614799999999999,0.00028920000000000004,-0.00028920000000000004
679,0.95223,0.0138137,0.0002848,-0.0002848
680,0.95314,0.0143313,0.0002786,-0.0002786
681,0.95405,0.014185399999999999,0.00028500000000000004,-0.00028500000000000004
682,0.95496,0.014614199999999999,0.0002634,-0.0002634
683,0.95587,0.014069100000000001,0.00025340000000000003,-0.00025340000000000003
684,0.95677,0.0146672,0.0003048,-0.0003048
685,0.95768,0.014292100000000002,0.0002722,-0.0002722
686,0.95859,0.0143675,0.000266,-0.000266
687,0.9595,0.014634000000000001,0.000249,-0.000249
688,0.96041,0.0141011,0.00025350000000000004,-0.00025350000000000004
689,0.96132,0.014333,0.0002725,-0.0002725
690,0.96223,0.014805600000000002,0.0002817,-0.0002817
691,0.96315,0.014173400000000001,0.00026030000000000004,-0.00026030000000000004
692,0.96406,0.0142533,0.0002592,-0.0002592
693,0.96497,0.0139103,0.000254,-0.000254
694,0.96588,0.014396500000000001,0.0002752,-0.0002752
695,0.96679,0.014444300000000002,0.0002722,-0.0002722
696,0.9677,0.0147545,0.0002744,-0.0002744
697,0.96861,0.0141119,0.0002832,-0.0002832
698,0.96953,0.0146295,0.0002795,-0.0002795
699,0.97044,0.014241900000000002,0.00024870000000000003,-0.00024870000000000003
700,0.97135,0.014710399999999998,0.0002649,-0.0002649
701,0.97226,0.0146374,0.0002677,-0.0002677
702,0.97318,0.014878100000000002,0.0002727,-0.0002727
703,0.97409,0.014407099999999999,0.00027289999999999997,-0.00027289999999999997
704,0.975,0.014069400000000001,0.000262,-0.000262
705,0.97591,0.01425,0.0002607,-0.0002607
706,0.97683,0.014225000000000002,0.0002749,-0.0002749
707,0.97774,0.013892,0.0002519,-0.0002519
708,0.97866,0.0143368,0.00028500000000000004,-0.00028500000000000004
709,0.97957,0.0146033,0.0002698,-0.0002698
710,0.98048,0.014692,0.0002702,-0.0002702
711,0.9814,0.013279000000000001,0.0002356,-0.0002356
712,0.98231,0.014543200000000001,0.0002749,-0.0002749
713,0.98323,0.014708200000000001,0.0002678,-0.0002678
714,0.98414,0.013356699999999999,0.0002649,-0.0002649
715,0.98506,0.014301600000000001,0.0002698,-0.0002698
716,0.98597,0.014563600000000001,0.0002641,-0.0002641
717,0.98689,0.0140718,0.00026900000000000003,-0.00026900000000000003
718,0.98781,0.014775799999999999,0.000261,-0.000261
719,0.98872,0.014351100000000002,0.0002485,-0.0002485
720,0.98964,0.0142451,0.00023590000000000001,-0.00023590000000000001
721,0.99055,0.014247099999999999,0.00023930000000000002,-0.00023930000000000002
722,0.99147,0.0137173,0.0002607,-0.0002607
723,0.99239,0.0144759,0.00025790000000000003,-0.00025790000000000003
724,0.9933,0.0144227,0.0002512,-0.0002512
725,0.99422,0.0148475,0.000265,-0.000265
726,0.99514,0.0145874,0.0002764,-0.0002764
727,0.99606,0.014348399999999999,0.0002506,-0.0002506
728,0.99697,0.0147913,0.00027580000000000004,-0.00027580000000000004
729,0.99789,0.014354,0.0002333,-0.0002333
730,0.99881,0.014488700000000002,0.0002765,-0.0002765
731,0.99973,0.0137889,0.000265,-0.000265
732,1.00065,0.014119600000000001,0.0002404,-0.0002404
733,1.00156,0.014009,0.0002505,-0.0002505
734,1.00248,0.014414800000000002,0.00024070000000000002,-0.00024070000000000002
735,1.0034,0.0143346,0.00025770000000000003,-0.00025770000000000003
736,1.00432,0.014319900000000002,0.00023490000000000002,-0.00023490000000000002
737,1.00524,0.014776300000000001,0.00025350000000000004,-0.00025350000000000004
738,1.00616,0.014432400000000001,0.0002664,-0.0002664
739,1.00708,0.0149325,0.0002471,-0.0002471
740,1.008,0.014224500000000001,0.0002537,-0.0002537
741,1.00892,0.0141971,0.0002716,-0.0002716
742,1.00984,0.0148724,0.0002581,-0.0002581
743,1.01076,0.014762500000000001,0.0002573,-0.0002573
744,1.01168,0.0144404,0.00025110000000000003,-0.00025110000000000003
745,1.0126,0.014202300000000001,0.0002665,-0.0002665
746,1.01352,0.0148178,0.00025069999999999997,-0.00025069999999999997
747,1.01444,0.0141143,0.00025749999999999997,-0.00025749999999999997
748,1.01536,0.0141375,0.0002693,-0.0002693
749,1.01629,0.0140245,0.00023820000000000002,-0.00023820000000000002
750,1.01721,0.014542,0.0002537,-0.0002537
751,1.01813,0.0143943,0.0002704,-0.0002704
752,1.01905,0.0140111,0.000258,-0.000258
753,1.01997,0.014404600000000002,0.000257,-0.000257
754,1.02089,0.0145666,0.000253,-0.000253
755,1.02182,0.0140839,0.0002595,-0.0002595
756,1.02274,0.014836199999999999,0.0002649,-0.0002649
757,1.02366,0.014165200000000001,0.0002404,-0.0002404
758,1.02459,0.0143013,0.0002318,-0.0002318
759,1.02551,0.014394100000000002,0.0002536,-0.0002536
760,1.02643,0.0146085,0.0002547,-0.0002547
761,1.02736,0.014239,0.00022360000000000001,-0.00022360000000000001
762,1.02828,0.0140332,0.00023830000000000002,-0.00023830000000000002
763,1.0292,0.014648900000000001,0.0002538,-0.0002538
764,1.03013,0.0145606,0.00023830000000000002,-0.00023830000000000002
765,1.03105,0.0146952,0.0002759,-0.0002759
766,1.03198,0.014228000000000001,0.0002683,-0.0002683
767,1.0329,0.0145709,0.0002524,-0.0002524
768,1.03382,0.014116400000000001,0.0002488,-0.0002488
769,1.03475,0.014351000000000001,0.0002486,-0.0002486
770,1.03567,0.014196100000000001,0.0002353,-0.0002353
771,1.0366,0.0142304,0.0002493,-0.0002493
772,1.03752,0.0144256,0.0002549,-0.0002549
773,1.03845,0.014096200000000001,0.0002435,-0.0002435
774,1.03938,0.0149577,0.000247,-0.000247
775,1.0403,0.014617500000000002,0.0002455,-0.0002455
776,1.04123,0.0139232,0.0002458,-0.0002458
777,1.04215,0.014390799999999999,0.0002527,-0.0002527
778,1.04308,0.0138192,0.00022810000000000001,-0.00022810000000000001
779,1.04401,0.014539,0.0002483,-0.0002483
780,1.04493,0.0138551,0.000264,-0.000264
781,1.04586,0.0139655,0.000247,-0.000247
782,1.04679,0.014400999999999999,0.000247,-0.000247
783,1.04771,0.0143876,0.0002307,-0.0002307
784,1.04864,0.0141319,0.0002496,-0.0002496
785,1.04957,0.014231100000000002,0.00023810000000000001,-0.00023810000000000001
786,1.0505,0.0143218,0.0002249,-0.0002249
787,1.05142,0.0144759,0.00023590000000000001,-0.00023590000000000001
788,1.05235,0.0141729,0.0002512,-0.0002512
789,1.05328,0.0143427,0.0002538,-0.0002538
790,1.05421,0.0140934,0.0002309,-0.0002309
791,1.05514,0.014147000000000002,0.0002267,-0.0002267
792,1.05607,0.014197200000000002,0.0002434,-0.0002434
793,1.05699,0.0142499,0.00023970000000000003,-0.00023970000000000003
794,1.05792,0.0144458,0.000228,-0.000228
795,1.05885,0.013686,0.0002385,-0.0002385
796,1.05978,0.0144654,0.000237,-0.000237
797,1.06071,0.0140459,0.00024910000000000004,-0.00024910000000000004
798,1.06164,0.014195,0.0002503,-0.0002503
799,1.06257,0.0142796,0.0002288,-0.0002288
800,1.0635,0.0142963,0.0002226,-0.0002226
801,1.06443,0.013975900000000001,0.0002241,-0.0002241
802,1.06536,0.0142988,0.0002346,-0.0002346
803,1.06629,0.0138876,0.00023300000000000003,-0.00023300000000000003
804,1.06722,0.015064200000000002,0.0002301,-0.0002301
805,1.06815,0.014469000000000001,0.00023140000000000001,-0.00023140000000000001
806,1.06908,0.014229400000000001,0.00026179999999999997,-0.00026179999999999997
807,1.07001,0.0144803,0.0002442,-0.0002442
808,1.07095,0.013972400000000001,0.0002444,-0.0002444
809,1.07188,0.013787,0.0002475,-0.0002475
810,1.07281,0.014384,0.0002496,-0.0002496
811,1.07374,0.014807500000000001,0.00024,-0.00024
812,1.07467,0.014244099999999999,0.000241,-0.000241
813,1.0756,0.0140912,0.000254,-0.000254
814,1.07654,0.013991199999999999,0.00021659999999999998,-0.00021659999999999998
815,1.07747,0.014206000000000002,0.0002493,-0.0002493
816,1.0784,0.0144207,0.00023390000000000002,-0.00023390000000000002
817,1.07933,0.014377299999999999,0.000226,-0.000226
818,1.08027,0.014341999999999999,0.0002218,-0.0002218
819,1.0812,0.0148772,0.0002659,-0.0002659
820,1.08213,0.0142225,0.0002318,-0.0002318
821,1.08306,0.014426900000000001,0.0002174,-0.0002174
822,1.084,0.013821600000000002,0.00020650000000000003,-0.00020650000000000003
823,1.08493,0.0141119,0.0002476,-0.0002476
824,1.08587,0.0144325,0.00023830000000000002,-0.00023830000000000002
825,1.0868,0.0148283,0.0002412,-0.0002412
826,1.08773,0.0141146,0.0002332,-0.0002332
827,1.08867,0.0138486,0.00023040000000000002,-0.00023040000000000002
828,1.0896,0.0144414,0.00023730000000000002,-0.00023730000000000002
829,1.09054,0.0146207,0.0002496,-0.0002496
830,1.09147,0.014251400000000001,0.0002207,-0.0002207
831,1.0924,0.014849900000000001,0.0002239,-0.0002239
832,1.09334,0.0141256,0.00022360000000000001,-0.00022360000000000001
833,1.09427,0.0143617,0.000219,-0.000219
834,1.09521,0.014342500000000001,0.0002483,-0.0002483
835,1.09614,0.0142899,0.0002216,-0.0002216
836,1.09708,0.014870399999999999,0.0002484,-0.0002484
837,1.09802,0.013855200000000002,0.00023040000000000002,-0.00023040000000000002
838,1.09895,0.0147409,0.0002377,-0.0002377
839,1.09989,0.014085799999999999,0.0002401,-0.0002401
840,1.10082,0.014443999999999999,0.00023879999999999998,-0.00023879999999999998
841,1.10176,0.014445600000000001,0.0002457,-0.0002457
842,1.1027,0.014825900000000001,0.0002532,-0.0002532
843,1.10363,0.0139221,0.00023810000000000001,-0.00023810000000000001
844,1.10457,0.0146771,0.000245,-0.000245
845,1.10551,0.014202999999999999,0.000223,-0.000223
846,1.10644,0.014228099999999999,0.0002308,-0.0002308
847,1.10738,0.013980999999999999,0.00021610000000000002,-0.00021610000000000002
848,1.10832,0.014824500000000001,0.0002391,-0.0002391
849,1.10925,0.0141593,0.00023150000000000002,-0.00023150000000000002
850,1.11019,0.0143834,0.0002444,-0.0002444
851,1.11113,0.014500500000000001,0.00022769999999999998,-0.00022769999999999998
852,1.11207,0.0149908,0.0002527,-0.0002527
853,1.113,0.0143617,0.0002332,-0.0002332
854,1.11394,0.0146049,0.00024629999999999997,-0.00024629999999999997
855,1.11488,0.014133500000000002,0.00021850000000000003,-0.00021850000000000003
856,1.11582,0.014721200000000002,0.00024819999999999996,-0.00024819999999999996
857,1.11676,0.0147194,0.00021700000000000002,-0.00021700000000000002
858,1.1177,0.0140054,0.00023210000000000003,-0.00023210000000000003
859,1.11864,0.0146035,0.0002341,-0.0002341
860,1.11957,0.014379200000000002,0.00024870000000000003,-0.00024870000000000003
861,1.12051,0.014290700000000002,0.0002368,-0.0002368
862,1.12145,0.014280500000000002,0.00022429999999999998,-0.00022429999999999998
863,1.12239,0.014333700000000001,0.0002353,-0.0002353
864,1.12333,0.0149121,0.00023349999999999998,-0.00023349999999999998
865,1.12427,0.0148024,0.00024160000000000002,-0.00024160000000000002
866,1.12521,0.014205,0.0002267,-0.0002267
867,1.12615,0.014215400000000001,0.000226,-0.000226
868,1.12709,0.014389,0.00023550000000000003,-0.00023550000000000003
869,1.12803,0.0147563,0.00022290000000000002,-0.00022290000000000002
870,1.12897,0.0140771,0.00021420000000000003,-0.00021420000000000003
871,1.12991,0.013925700000000001,0.00022689999999999999,-0.00022689999999999999
872,1.13085,0.0142757,0.00024080000000000003,-0.00024080000000000003
873,1.13179,0.014577199999999998,0.0002384,-0.0002384
874,1.13273,0.0146564,0.0002188,-0.0002188
875,1.13367,0.014282900000000001,0.0002196,-0.0002196
876,1.13461,0.0144519,0.00024910000000000004,-0.00024910000000000004
877,1.13556,0.0141838,0.00022689999999999999,-0.00022689999999999999
878,1.1365,0.014406000000000002,0.000226,-0.000226
879,1.13744,0.014365000000000001,0.0002352,-0.0002352
880,1.13838,0.0145051,0.0002045,-0.0002045
881,1.13932,0.014423600000000002,0.0002493,-0.0002493
882,1.14026,0.0144402,0.0002423,-0.0002423
883,1.14121,0.014019600000000002,0.0001957,-0.0001957
884,1.14215,0.0140005,0.0002267,-0.0002267
885,1.14309,0.0150796,0.000215,-0.000215
886,1.14403,0.0143107,0.0002322,-0.0002322
887,1.14498,0.0144093,0.0002231,-0.0002231
888,1.14592,0.014276,0.00023640000000000003,-0.00023640000000000003
889,1.14686,0.014306600000000001,0.00022429999999999998,-0.00022429999999999998
890,1.1478,0.0144356,0.000229,-0.000229
891,1.14875,0.0139416,0.0002217,-0.0002217
892,1.14969,0.0145918,0.00023400000000000002,-0.00023400000000000002
893,1.15063,0.014405399999999999,0.0002279,-0.0002279
894,1.15158,0.014229400000000001,0.0002231,-0.0002231
895,1.15252,0.014317200000000002,0.00021669999999999998,-0.00021669999999999998
896,1.15346,0.014919700000000001,0.00023300000000000003,-0.00023300000000000003
897,1.15441,0.0145191,0.0002497,-0.0002497
898,1.15535,0.014639500000000001,0.0002488,-0.0002488
899,1.1563,0.0140249,0.00023040000000000002,-0.00023040000000000002
900,1.15724,0.014188300000000001,0.0002332,-0.0002332
901,1.15819,0.0140051,0.00023109999999999998,-0.00023109999999999998
902,1.15913,0.0146904,0.00022630000000000003,-0.00022630000000000003
903,1.16007,0.0141221,0.00023920000000000001,-0.00023920000000000001
904,1.16102,0.014306300000000001,0.0002375,-0.0002375
905,1.16196,0.0139151,0.0002307,-0.0002307
906,1.16291,0.0144086,0.0002217,-0.0002217
907,1.16385,0.0143611,0.0002368,-0.0002368
908,1.1648,0.014500200000000001,0.0002276,-0.0002276
909,1.16575,0.0149709,0.00022950000000000002,-0.00022950000000000002
910,1.16669,0.0142875,0.00024060000000000002,-0.00024060000000000002
911,1.16764,0.014176,0.0002303,-0.0002303
912,1.16858,0.0139872,0.00022530000000000003,-0.00022530000000000003
913,1.16953,0.014259200000000001,0.00024170000000000002,-0.00024170000000000002
914,1.17047,0.0139441,0.0002225,-0.0002225
915,1.17142,0.0142004,0.0002479,-0.0002479
916,1.17237,0.0142183,0.0002445,-0.0002445
917,1.17331,0.013858299999999999,0.00022820000000000002,-0.00022820000000000002
918,1.17426,0.0136223,0.00021600000000000002,-0.00021600000000000002
919,1.17521,0.014170100000000001,0.0002354,-0.0002354
920,1.17615,0.013868499999999999,0.0002451,-0.0002451
921,1.1771,0.0139347,0.00022950000000000002,-0.00022950000000000002
922,1.17805,0.0140225,0.0002115,-0.0002115
923,1.17899,0.013925000000000002,0.0002347,-0.0002347
924,1.17994,0.0140198,0.0002143,-0.0002143
925,1.18089,0.014217900000000002,0.00024430000000000003,-0.00024430000000000003
926,1.18184,0.014035,0.00022960000000000002,-0.00022960000000000002
927,1.18278,0.0142821,0.0002094,-0.0002094
928,1.18373,0.014333100000000001,0.00021999999999999998,-0.00021999999999999998
929,1.18468,0.013878,0.00022620000000000002,-0.00022620000000000002
930,1.18563,0.013499200000000001,0.000252,-0.000252
931,1.18658,0.0145679,0.0002213,-0.0002213
932,1.18752,0.0146213,0.0002474,-0.0002474
933,1.18847,0.0136435,0.0002138,-0.0002138
934,1.18942,0.014201600000000002,0.00023040000000000002,-0.00023040000000000002
935,1.19037,0.0140231,0.00023820000000000002,-0.00023820000000000002
936,1.19132,0.0143475,0.00023109999999999998,-0.00023109999999999998
937,1.19227,0.0143299,0.00024260000000000002,-0.00024260000000000002
938,1.19322,0.0143275,0.0002376,-0.0002376
939,1.19416,0.013526400000000001,0.0002209,-0.0002209
940,1.19511,0.0139153,0.0002147,-0.0002147
941,1.19606,0.0141399,0.0002353,-0.0002353
942,1.19701,0.0145457,0.0002249,-0.0002249
943,1.19796,0.014063699999999998,0.0002442,-0.0002442
944,1.19891,0.014391099999999999,0.0002352,-0.0002352
945,1.19986,0.014652799999999999,0.000225,-0.000225
946,1.20081,0.0142988,0.00021700000000000002,-0.00021700000000000002
947,1.20176,0.0140471,0.00021329999999999998,-0.00021329999999999998
948,1.20271,0.0143038,0.0002476,-0.0002476
949,1.20366,0.0140543,0.00022720000000000002,-0.00022720000000000002
950,1.20461,0.0143447,0.0002558,-0.0002558
951,1.20556,0.0143203,0.0002368,-0.0002368
952,1.20651,0.0141574,0.0002471,-0.0002471
953,1.20746,0.0143157,0.0002279,-0.0002279
954,1.20841,0.014097100000000001,0.0002264,-0.0002264
