# Wavelength, (Rp/Rs)^2, Rp/Rs
1.258925411794167282e+01	1.445718002263969397e-02	1.202380140497991273e-01
1.250241722755519902e+01	1.446599843360148879e-02	1.202746791041301860e-01
1.241617931193412261e+01	1.448384394704411819e-02	1.203488427324671817e-01
1.233053623953060018e+01	1.443013687175284838e-02	1.201255046680464456e-01
1.224548390729492020e+01	1.443619129312680507e-02	1.201507024246084299e-01
1.216101824047899171e+01	1.442733919887985786e-02	1.201138593122369758e-01
1.207713519244111033e+01	1.441965470658932748e-02	1.200818666851466293e-01
1.199383074445208841e+01	1.441148685262360306e-02	1.200478523449028806e-01
1.191110090550272638e+01	1.439120093102575805e-02	1.199633316102289571e-01
1.182894171211260215e+01	1.441436901916568099e-02	1.200598559851113606e-01
1.174734922814019455e+01	1.446378327610931859e-02	1.202654700074353017e-01
1.166631954459428933e+01	1.438303889492335147e-02	1.199293079064635975e-01
1.158584877944675462e+01	1.438878615453075514e-02	1.199532665438117762e-01
1.150593307744648541e+01	1.435473467946288446e-02	1.198112460475346391e-01
1.142656860993475121e+01	1.430795963349168129e-02	1.196158837006677800e-01
1.134775157466176232e+01	1.438503984367168510e-02	1.199376498171932925e-01
1.126947819560449915e+01	1.433270216632752045e-02	1.197192639733786618e-01
1.119174472278581867e+01	1.440209891738951191e-02	1.200087451704646008e-01
1.111454743209479190e+01	1.432816611632421570e-02	1.197003179457941796e-01
1.103788262510827245e+01	1.437318200827283204e-02	1.198882062935000825e-01
1.096174662891376528e+01	1.437085530894554285e-02	1.198785022802067862e-01
1.088613579593338088e+01	1.432239326550844606e-02	1.196762017508428699e-01
1.081104650374914300e+01	1.426441054866423030e-02	1.194337077573338624e-01
1.073647515492942084e+01	1.433060982196131088e-02	1.197105251093708578e-01
1.066241817685659043e+01	1.429507138000310311e-02	1.195619980595971077e-01
1.058887202155586316e+01	1.439106795945928156e-02	1.199627773914028750e-01
1.051583316552532033e+01	1.429148275581582084e-02	1.195469897396660569e-01
1.044329810956709714e+01	1.433444840775262123e-02	1.197265568190809537e-01
1.037126337861973724e+01	1.426731767122004294e-02	1.194458775815224333e-01
1.029972552159173738e+01	1.433804015635062497e-02	1.197415556786808472e-01
1.022868111119616152e+01	1.426865159466600072e-02	1.194514612496054839e-01
1.015812674378647706e+01	1.426381904827805566e-02	1.194312314609459885e-01
1.008805903919347990e+01	1.430884875867746535e-02	1.196196002278784865e-01
1.001847464056336001e+01	1.433127724508395824e-02	1.197133127312244999e-01
9.949370214196871842e+00	1.428933269880134152e-02	1.195379968830051209e-01
9.880742449389632753e+00	1.434251399666332770e-02	1.197602354567797595e-01
9.812588058273490788e+00	1.428257816618442450e-02	1.195097408840987557e-01
